SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_2_length_302078_cov_41.239155	233799	236399	+	lap	1-2601/2601	===============	0/0	100	97.08	vfdb	NP_465159	(lap) Listeria adhesion protein Lap [Lap (VF0444)] [Listeria monocytogenes EGD-e]	
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_2_length_302078_cov_41.239155	276254	281392	-	lapB	1-5136/5136	========/======	3-Jan	100	93.34	vfdb	NP_465191	(lapB) Listeria adhesion protein LapB [LapB (VF0446)] [Listeria monocytogenes EGD-e]	
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_3_length_295221_cov_38.330247	88469	89350	-	prsA2	1-882/882	===============	0/0	100	96.26	vfdb	NP_465743	(prsA2) post translocation chaperone PrsA2 [PrsA2 (VF0449)] [Listeria monocytogenes EGD-e]	
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_3_length_295221_cov_38.330247	255092	256069	+	bsh	1-978/978	===============	0/0	100	97.55	vfdb	NP_465591	(bsh) bile salt hydrolase [BSH (VF0350)] [Listeria monocytogenes EGD-e]	
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_5_length_257430_cov_44.260483	2304	4766	+	clpC	1-2463/2463	===============	0/0	100	94.28	vfdb	NP_463763	(clpC) endopeptidase Clp ATP-binding chain C [ClpC (VF0072)] [Listeria monocytogenes EGD-e]	
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_5_length_257430_cov_44.260483	104665	105921	-	vip	1-1200/1200	========/======	Mar-57	100	85.36	vfdb	NP_463850	(vip) surface adhesin Vip [Vip (VF0443)] [Listeria monocytogenes EGD-e]	
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_5_length_257430_cov_44.260483	193447	195918	+	inlF	1-2466/2466	========/======	8-Mar	99.96	80.95	vfdb	NP_463939	(inlF) internalin F [InlF (VF0447)] [Listeria monocytogenes EGD-e]	
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_5_length_257430_cov_44.260483	201304	202704	+	pdgA	1-1401/1401	===============	0/0	100	97	vfdb	NP_463944	(pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e]	
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_5_length_257430_cov_44.260483	231190	233583	+	inlA	1-2403/2403	========/======	9-Jan	99.63	96.09	vfdb	NP_463962	(inlA) Internalin A [InlA (VF0069)] [Listeria monocytogenes EGD-e]	
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_5_length_257430_cov_44.260483	233668	235558	+	inlB	1-1891/1893	===============	0/0	99.89	92.44	vfdb	NP_463963	(inlB) Internalin B [InlB (VF0070)] [Listeria monocytogenes EGD-e]	
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_5_length_257430_cov_44.260483	237260	237877	+	lntA	1-618/618	===============	0/0	100	95.95	vfdb	NP_463967	(lntA) listeria nuclear targeted protein A [LntA (VF0440)] [Listeria monocytogenes EGD-e]	
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_6_length_255593_cov_48.667654	184770	185702	+	lpeA	1-933/933	===============	0/0	100	96.68	vfdb	NP_465372	(lpeA) lipoprotein promoting cell invasion [LpeA (VF0346)] [Listeria monocytogenes EGD-e]	
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_6_length_255593_cov_48.667654	188627	189091	+	lspA	1-465/465	===============	0/0	100	97.63	vfdb	NP_465369	(lspA) signal peptidase II [Lsp (VF0351)] [Listeria monocytogenes EGD-e]	
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_6_length_255593_cov_48.667654	203662	205374	-	fbpA	1-1713/1713	===============	0/0	100	91.65	vfdb	NP_465354	(fbpA) fibronectin-binding protein [FbpA (VF0349)] [Listeria monocytogenes EGD-e]	
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_6_length_255593_cov_48.667654	248273	249163	+	inlC	1-891/891	===============	0/0	100	97.08	vfdb	NP_465311	(inlC) internalin C [InlC (VF0438)] [Listeria monocytogenes EGD-e]	
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_7_length_185227_cov_39.894733	59641	61461	+	inlK	1-1797/1797	========/======	24-Feb	100	89.18	vfdb	NP_464815	(inlK) internalin K [InlK (VF0439)] [Listeria monocytogenes EGD-e]	
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_7_length_185227_cov_39.894733	61494	63380	-	oatA	1-1869/1869	========/======	18-Feb	100	93.48	vfdb	NP_464816	(oatA) peptidoglycan O-acetyltransferase [OatA (VF0441)] [Listeria monocytogenes EGD-e]	
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_8_length_168140_cov_39.168791	58916	60325	+	iap/cwhA	1-1449/1449	========/======	May-45	97.1	94.42	vfdb	NP_464110	(iap/cwhA) P60 extracellular protein invasion associated protein Iap [p60 (VF0068)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_10_length_168140_cov_36.543702	58916	60325	+	iap/cwhA	1-1449/1449	========/======	May-45	97.1	94.42	vfdb	NP_464110	(iap/cwhA) P60 extracellular protein invasion associated protein Iap [p60 (VF0068)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_11_length_161834_cov_39.771074	19554	20171	-	lntA	1-618/618	===============	0/0	100	95.95	vfdb	NP_463967	(lntA) listeria nuclear targeted protein A [LntA (VF0440)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_11_length_161834_cov_39.771074	21873	23763	-	inlB	1-1891/1893	===============	0/0	99.89	92.44	vfdb	NP_463963	(inlB) Internalin B [InlB (VF0070)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_11_length_161834_cov_39.771074	23848	26241	-	inlA	1-2403/2403	========/======	9-Jan	99.63	96.09	vfdb	NP_463962	(inlA) Internalin A [InlA (VF0069)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_11_length_161834_cov_39.771074	54727	56127	-	pdgA	1-1401/1401	===============	0/0	100	97	vfdb	NP_463944	(pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_11_length_161834_cov_39.771074	61513	63984	-	inlF	1-2466/2466	========/======	8-Mar	99.96	80.95	vfdb	NP_463939	(inlF) internalin F [InlF (VF0447)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_11_length_161834_cov_39.771074	151510	152766	+	vip	1-1200/1200	========/======	Mar-57	100	85.36	vfdb	NP_463850	(vip) surface adhesin Vip [Vip (VF0443)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_12_length_149469_cov_36.588227	25183	27003	+	inlK	1-1797/1797	========/======	24-Feb	100	89.18	vfdb	NP_464815	(inlK) internalin K [InlK (VF0439)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_12_length_149469_cov_36.588227	27036	28922	-	oatA	1-1869/1869	========/======	18-Feb	100	93.48	vfdb	NP_464816	(oatA) peptidoglycan O-acetyltransferase [OatA (VF0441)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_13_length_109448_cov_35.191125	20188	21069	+	prsA2	1-882/882	===============	0/0	100	96.26	vfdb	NP_465743	(prsA2) post translocation chaperone PrsA2 [PrsA2 (VF0449)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_14_length_101361_cov_37.234822	70403	71788	-	hpt	1-1386/1386	===============	0/0	100	97.98	vfdb	NP_464364	(hpt) hexose phosphate transport protein [Hpt (VF0264)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_18_length_65372_cov_48.362403	60640	63102	-	clpC	1-2463/2463	===============	0/0	100	94.28	vfdb	NP_463763	(clpC) endopeptidase Clp ATP-binding chain C [ClpC (VF0072)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_19_length_41611_cov_48.588516	20687	25825	+	lapB	1-5136/5136	========/======	3-Jan	100	93.34	vfdb	NP_465191	(lapB) Listeria adhesion protein LapB [LapB (VF0446)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_22_length_6505_cov_5.865005	187	504	+	llsX	1-318/318	===============	0/0	100	97.48	vfdb	AHK25019	(llsX) LlsX [LLS (VF0410)] [Listeria innocua SLCC6294]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_22_length_6505_cov_5.865005	501	1376	+	llsB	1-876/876	===============	0/0	100	96.69	vfdb	AHK25020	(llsB) SagB family dehydrogenase LlsB [LLS (VF0410)] [Listeria innocua SLCC6294]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_22_length_6505_cov_5.865005	1384	2301	+	llsY	1-918/918	===============	0/0	100	96.3	vfdb	AHK25021	(llsY) LlsY [LLS (VF0410)] [Listeria innocua SLCC6294]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_22_length_6505_cov_5.865005	2294	3607	+	llsD	1-1314/1314	===============	0/0	100	98.1	vfdb	AHK25022	(llsD) streptolysin-associated protein LlsD [LLS (VF0410)] [Listeria innocua SLCC6294]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_22_length_6505_cov_5.865005	3600	4187	+	llsP	1-588/588	===============	0/0	100	93.71	vfdb	AHK25023	(llsP) CAAX amino terminal protease LlsP [LLS (VF0410)] [Listeria innocua SLCC6294]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_2_length_255590_cov_45.863460	6428	7318	-	inlC	1-891/891	===============	0/0	100	97.08	vfdb	NP_465311	(inlC) internalin C [InlC (VF0438)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_2_length_255590_cov_45.863460	50217	51929	+	fbpA	1-1713/1713	===============	0/0	100	91.65	vfdb	NP_465354	(fbpA) fibronectin-binding protein [FbpA (VF0349)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_2_length_255590_cov_45.863460	66500	66964	-	lspA	1-465/465	===============	0/0	100	97.63	vfdb	NP_465369	(lspA) signal peptidase II [Lsp (VF0351)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_2_length_255590_cov_45.863460	69889	70821	-	lpeA	1-933/933	===============	0/0	100	96.68	vfdb	NP_465372	(lpeA) lipoprotein promoting cell invasion [LpeA (VF0346)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_3_length_223435_cov_41.623265	41530	41967	+	gtcA	1-438/438	========/======	4-Feb	99.54	80.68	vfdb	NP_466072	(gtcA) wall teichoic acid glycosylation protein GtcA [GtcA (VF0448)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_3_length_223435_cov_41.623265	124339	124935	-	clpP	1-597/597	===============	0/0	100	96.82	vfdb	NP_465991	(clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_4_length_197475_cov_33.127252	588	1475	-	llsG	1-888/888	===============	0/0	100	97.3	vfdb	AHK25017	(llsG) ABC transporter ATP-binding protein LlsG [LLS (VF0410)] [Listeria innocua SLCC6294]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_4_length_197475_cov_33.127252	1540	1689	-	llsA	1-150/150	===============	0/0	100	98	vfdb	AHK25016	(llsA) listeriolysin S [LLS (VF0410)] [Listeria innocua SLCC6294]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_4_length_197475_cov_33.127252	108568	110736	+	clpE	1-2175/2175	========/======	6-Jan	99.72	93.56	vfdb	NP_464522	(clpE) ATP-dependent protease [ClpE (VF0073)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_4_length_197475_cov_33.127252	168769	169764	-	lplA1	1-996/996	===============	0/0	100	92.77	vfdb	NP_464456	(lplA1) lipoate protein ligase [LplA1 (VF0347)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_5_length_190833_cov_37.503020	24085	26685	-	lap	1-2601/2601	===============	0/0	100	97.08	vfdb	NP_465159	(lap) Listeria adhesion protein Lap [Lap (VF0444)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_7_length_181827_cov_35.050776	37461	38438	-	bsh	1-978/978	===============	0/0	100	97.55	vfdb	NP_465591	(bsh) bile salt hydrolase [BSH (VF0350)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_8_length_178952_cov_40.411385	25118	25986	-	plcB	2-870/870	===============	0/0	99.89	95.51	vfdb	NP_463736	(plcB) phospholipase C [PlcB (VF0067)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_8_length_178952_cov_40.411385	26025	27942	-	actA	1-1918/1920	===============	0/0	99.9	94.16	vfdb	NP_463735	(actA) actin-assembly inducing protein precursor [ActA (VF0066)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_8_length_178952_cov_40.411385	28142	29674	-	mpl	1-1533/1533	===============	0/0	100	94.85	vfdb	NP_463734	(mpl) Zinc metalloproteinase precursor [Mpl (VF0065)] [Listeria monocytogenes EGD-e]	
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_8_length_178952_cov_40.411385	30009	31598	-	hly	1-1590/1590	===============	0/0	100	97.23	vfdb	NP_463733	(hly) listeriolysin O precursor [LLO (VF0064)] [Listeria monocytogenes EGD-e]	
