"","Sample","GENE","%COVERAGE","%IDENTITY","ACCESSION","PRODUCT"
"770","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpC","100","94.28","NP_463763","(clpC) endopeptidase Clp ATP-binding chain C [ClpC (VF0072)] [Listeria monocytogenes EGD-e]"
"771","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","iap/cwhA","97.1","94.42","NP_464110","(iap/cwhA) P60 extracellular protein invasion associated protein Iap [p60 (VF0068)] [Listeria monocytogenes EGD-e]"
"772","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcB","99.89","95.51","NP_463736","(plcB) phospholipase C [PlcB (VF0067)] [Listeria monocytogenes EGD-e]"
"773","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","actA","99.9","94.16","NP_463735","(actA) actin-assembly inducing protein precursor [ActA (VF0066)] [Listeria monocytogenes EGD-e]"
"774","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","mpl","100","94.85","NP_463734","(mpl) Zinc metalloproteinase precursor [Mpl (VF0065)] [Listeria monocytogenes EGD-e]"
"775","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hly","100","97.23","NP_463733","(hly) listeriolysin O precursor [LLO (VF0064)] [Listeria monocytogenes EGD-e]"
"776","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcA","100","97.48","NP_463732","(plcA) phosphatidylinositol-specific phospholipase c [PlcA (VF0063)] [Listeria monocytogenes EGD-e]"
"777","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prfA","100","97.48","NP_463731","(prfA) listeriolysin positive regulatory protein [PrfA (VF0062)] [Listeria monocytogenes EGD-e]"
"778","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","gtcA","99.54","80.68","NP_466072","(gtcA) wall teichoic acid glycosylation protein GtcA [GtcA (VF0448)] [Listeria monocytogenes EGD-e]"
"779","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prsA2","100","96.26","NP_465743","(prsA2) post translocation chaperone PrsA2 [PrsA2 (VF0449)] [Listeria monocytogenes EGD-e]"
"780","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","bsh","100","97.55","NP_465591","(bsh) bile salt hydrolase [BSH (VF0350)] [Listeria monocytogenes EGD-e]"
"781","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hpt","100","97.98","NP_464364","(hpt) hexose phosphate transport protein [Hpt (VF0264)] [Listeria monocytogenes EGD-e]"
"782","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lntA","100","95.95","NP_463967","(lntA) listeria nuclear targeted protein A [LntA (VF0440)] [Listeria monocytogenes EGD-e]"
"783","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlB","99.89","92.44","NP_463963","(inlB) Internalin B [InlB (VF0070)] [Listeria monocytogenes EGD-e]"
"784","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlA","99.63","96.09","NP_463962","(inlA) Internalin A [InlA (VF0069)] [Listeria monocytogenes EGD-e]"
"785","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlK","100","89.18","NP_464815","(inlK) internalin K [InlK (VF0439)] [Listeria monocytogenes EGD-e]"
"786","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","oatA","100","93.48","NP_464816","(oatA) peptidoglycan O-acetyltransferase [OatA (VF0441)] [Listeria monocytogenes EGD-e]"
"787","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lapB","100","93.34","NP_465191","(lapB) Listeria adhesion protein LapB [LapB (VF0446)] [Listeria monocytogenes EGD-e]"
"788","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lap","100","97.08","NP_465159","(lap) Listeria adhesion protein Lap [Lap (VF0444)] [Listeria monocytogenes EGD-e]"
"789","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsD","100","97.87","AHK25022","(llsD) streptolysin-associated protein LlsD [LLS (VF0410)] [Listeria innocua SLCC6294]"
"790","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsY","100","96.3","AHK25021","(llsY) LlsY [LLS (VF0410)] [Listeria innocua SLCC6294]"
"791","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsB","100","96.69","AHK25020","(llsB) SagB family dehydrogenase LlsB [LLS (VF0410)] [Listeria innocua SLCC6294]"
"792","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsX","100","97.48","AHK25019","(llsX) LlsX [LLS (VF0410)] [Listeria innocua SLCC6294]"
"793","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsG","100","97.3","AHK25017","(llsG) ABC transporter ATP-binding protein LlsG [LLS (VF0410)] [Listeria innocua SLCC6294]"
"794","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsA","100","98","AHK25016","(llsA) listeriolysin S [LLS (VF0410)] [Listeria innocua SLCC6294]"
"795","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpE","99.72","93.56","NP_464522","(clpE) ATP-dependent protease [ClpE (VF0073)] [Listeria monocytogenes EGD-e]"
"796","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lplA1","100","92.77","NP_464456","(lplA1) lipoate protein ligase [LplA1 (VF0347)] [Listeria monocytogenes EGD-e]"
"797","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlC","100","97.08","NP_465311","(inlC) internalin C [InlC (VF0438)] [Listeria monocytogenes EGD-e]"
"798","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","fbpA","100","91.65","NP_465354","(fbpA) fibronectin-binding protein [FbpA (VF0349)] [Listeria monocytogenes EGD-e]"
"799","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lspA","100","97.63","NP_465369","(lspA) signal peptidase II [Lsp (VF0351)] [Listeria monocytogenes EGD-e]"
"800","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lpeA","100","96.68","NP_465372","(lpeA) lipoprotein promoting cell invasion [LpeA (VF0346)] [Listeria monocytogenes EGD-e]"
"801","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpP","100","96.82","NP_465991","(clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e]"
"802","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","vip","100","85.36","NP_463850","(vip) surface adhesin Vip [Vip (VF0443)] [Listeria monocytogenes EGD-e]"
"803","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlF","99.96","80.91","NP_463939","(inlF) internalin F [InlF (VF0447)] [Listeria monocytogenes EGD-e]"
"804","SRR27013342_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","pdgA","100","97","NP_463944","(pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e]"
"805","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prsA2","100","96.26","NP_465743","(prsA2) post translocation chaperone PrsA2 [PrsA2 (VF0449)] [Listeria monocytogenes EGD-e]"
"806","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","bsh","100","97.55","NP_465591","(bsh) bile salt hydrolase [BSH (VF0350)] [Listeria monocytogenes EGD-e]"
"807","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpC","100","94.28","NP_463763","(clpC) endopeptidase Clp ATP-binding chain C [ClpC (VF0072)] [Listeria monocytogenes EGD-e]"
"808","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lntA","100","95.95","NP_463967","(lntA) listeria nuclear targeted protein A [LntA (VF0440)] [Listeria monocytogenes EGD-e]"
"809","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlB","99.89","92.44","NP_463963","(inlB) Internalin B [InlB (VF0070)] [Listeria monocytogenes EGD-e]"
"810","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlA","99.63","96.09","NP_463962","(inlA) Internalin A [InlA (VF0069)] [Listeria monocytogenes EGD-e]"
"811","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsP","100","93.88","AHK25023","(llsP) CAAX amino terminal protease LlsP [LLS (VF0410)] [Listeria innocua SLCC6294]"
"812","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsD","100","98.1","AHK25022","(llsD) streptolysin-associated protein LlsD [LLS (VF0410)] [Listeria innocua SLCC6294]"
"813","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsY","100","96.3","AHK25021","(llsY) LlsY [LLS (VF0410)] [Listeria innocua SLCC6294]"
"814","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsB","100","96.69","AHK25020","(llsB) SagB family dehydrogenase LlsB [LLS (VF0410)] [Listeria innocua SLCC6294]"
"815","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsX","100","97.48","AHK25019","(llsX) LlsX [LLS (VF0410)] [Listeria innocua SLCC6294]"
"816","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsH","100","97.6","AHK25018","(llsH) ABC transporter permease protein LlsH [LLS (VF0410)] [Listeria innocua SLCC6294]"
"817","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsG","100","97.3","AHK25017","(llsG) ABC transporter ATP-binding protein LlsG [LLS (VF0410)] [Listeria innocua SLCC6294]"
"818","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsA","100","98","AHK25016","(llsA) listeriolysin S [LLS (VF0410)] [Listeria innocua SLCC6294]"
"819","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpE","99.72","93.56","NP_464522","(clpE) ATP-dependent protease [ClpE (VF0073)] [Listeria monocytogenes EGD-e]"
"820","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lplA1","100","92.77","NP_464456","(lplA1) lipoate protein ligase [LplA1 (VF0347)] [Listeria monocytogenes EGD-e]"
"821","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hpt","100","97.98","NP_464364","(hpt) hexose phosphate transport protein [Hpt (VF0264)] [Listeria monocytogenes EGD-e]"
"822","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlK","100","89.18","NP_464815","(inlK) internalin K [InlK (VF0439)] [Listeria monocytogenes EGD-e]"
"823","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","oatA","100","93.48","NP_464816","(oatA) peptidoglycan O-acetyltransferase [OatA (VF0441)] [Listeria monocytogenes EGD-e]"
"824","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lapB","100","93.34","NP_465191","(lapB) Listeria adhesion protein LapB [LapB (VF0446)] [Listeria monocytogenes EGD-e]"
"825","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lap","100","97.08","NP_465159","(lap) Listeria adhesion protein Lap [Lap (VF0444)] [Listeria monocytogenes EGD-e]"
"826","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlC","100","97.08","NP_465311","(inlC) internalin C [InlC (VF0438)] [Listeria monocytogenes EGD-e]"
"827","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","fbpA","100","91.65","NP_465354","(fbpA) fibronectin-binding protein [FbpA (VF0349)] [Listeria monocytogenes EGD-e]"
"828","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lspA","100","97.63","NP_465369","(lspA) signal peptidase II [Lsp (VF0351)] [Listeria monocytogenes EGD-e]"
"829","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lpeA","100","96.68","NP_465372","(lpeA) lipoprotein promoting cell invasion [LpeA (VF0346)] [Listeria monocytogenes EGD-e]"
"830","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","gtcA","99.54","80.68","NP_466072","(gtcA) wall teichoic acid glycosylation protein GtcA [GtcA (VF0448)] [Listeria monocytogenes EGD-e]"
"831","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpP","100","96.82","NP_465991","(clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e]"
"832","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","iap/cwhA","97.1","94.42","NP_464110","(iap/cwhA) P60 extracellular protein invasion associated protein Iap [p60 (VF0068)] [Listeria monocytogenes EGD-e]"
"833","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prfA","100","97.48","NP_463731","(prfA) listeriolysin positive regulatory protein [PrfA (VF0062)] [Listeria monocytogenes EGD-e]"
"834","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcA","100","97.48","NP_463732","(plcA) phosphatidylinositol-specific phospholipase c [PlcA (VF0063)] [Listeria monocytogenes EGD-e]"
"835","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hly","100","97.23","NP_463733","(hly) listeriolysin O precursor [LLO (VF0064)] [Listeria monocytogenes EGD-e]"
"836","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","mpl","100","94.85","NP_463734","(mpl) Zinc metalloproteinase precursor [Mpl (VF0065)] [Listeria monocytogenes EGD-e]"
"837","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","actA","99.9","94.16","NP_463735","(actA) actin-assembly inducing protein precursor [ActA (VF0066)] [Listeria monocytogenes EGD-e]"
"838","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcB","99.89","95.51","NP_463736","(plcB) phospholipase C [PlcB (VF0067)] [Listeria monocytogenes EGD-e]"
"839","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","vip","100","85.36","NP_463850","(vip) surface adhesin Vip [Vip (VF0443)] [Listeria monocytogenes EGD-e]"
"840","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlF","99.96","80.95","NP_463939","(inlF) internalin F [InlF (VF0447)] [Listeria monocytogenes EGD-e]"
"841","SRR27013343_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","pdgA","100","97","NP_463944","(pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e]"
